datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2018/01/20 16:40:00,AQUA_M-T,Brasil,MINAS GERAIS,MARIANA,Mata Atlantica,0,0,0.7,-20.424,-43.456,11.7
2018/01/20 16:40:00,AQUA_M-T,Brasil,MINAS GERAIS,ALVINOPOLIS,Mata Atlantica,0,0,1,-20.145,-43.186,17.1
2018/01/20 16:40:00,AQUA_M-T,Brasil,MINAS GERAIS,INIMUTABA,Cerrado,0,0,0.7,-18.742,-44.227,23
2018/01/20 16:40:00,AQUA_M-T,Brasil,MINAS GERAIS,CORINTO,Cerrado,0,0,0.8,-18.121,-44.511,27.1
2018/01/20 16:40:00,AQUA_M-T,Brasil,MINAS GERAIS,CORINTO,Cerrado,0,0,0.9,-18.122,-44.52,13
2018/01/20 16:40:00,AQUA_M-T,Brasil,MINAS GERAIS,LASSANCE,Cerrado,0,0,1,-17.829,-44.719,44.8
2018/01/20 16:40:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado,0,0.1,0.3,-17.586,-45.274,7.6
2018/01/20 16:40:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO FRANCISCO,Cerrado,0,0,0.9,-16.035,-44.96,10.2
2018/01/20 16:40:00,AQUA_M-T,Brasil,MINAS GERAIS,JABOTICATUBAS,Cerrado,0,0,1,-19.536,-43.674,6.2
2018/01/22 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO FRANCISCO DE PAULA,Mata Atlantica,0,0.2,0.8,-20.802,-45.057,17
2018/01/22 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,AGUA BOA,Mata Atlantica,0,0.1,0.6,-17.803,-42.311,13.5
2018/01/22 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,SETUBINHA,Mata Atlantica,0,0.3,0.5,-17.63,-42.251,8.9
2018/01/22 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,NINHEIRA,Mata Atlantica,0,0,1,-15.464,-41.561,40.5
2018/01/22 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,PIMENTA,Cerrado,0,0.8,0.4,-20.619,-45.826,16.2
2018/01/22 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,GRAO MOGOL,Cerrado,0,0,0.9,-16.4,-42.72,8.5
2018/01/22 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIS,Cerrado,0,0,0.7,-15.75,-46.745,18.8
2018/01/22 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,CHAPADA GAUCHA,Cerrado,0,0,0.3,-15.229,-45.575,13.4
2018/01/22 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,CHAPADA GAUCHA,Cerrado,0,0,0.3,-15.23,-45.588,10.4
2018/01/22 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,COMENDADOR GOMES,Cerrado,0,0,0.3,-19.623,-49.193,40.8
2018/01/25 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ESTRELA DO SUL,Cerrado,0,4.9,0,-18.774,-47.812,11.7
2018/01/27 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,PRATA,Cerrado,0,1.2,0.1,-19.282,-49.245,8
2018/01/06 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,MANHUACU,Mata Atlantica,0,9.9,-999,-20.265,-42.031,5.5
2018/01/06 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,MANHUACU,Mata Atlantica,0,9.5,-999,-20.266,-42.041,6.7
2018/01/06 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,CARATINGA,Mata Atlantica,0,10.3,-999,-19.793,-42.146,10
2018/01/06 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,NOVO ORIENTE DE MINAS,Mata Atlantica,0,0,0.1,-17.106,-41.135,7.5
2018/01/08 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,VOLTA GRANDE,Mata Atlantica,0,0.1,0,-21.793,-42.578,29.7
2018/01/08 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,VOLTA GRANDE,Mata Atlantica,0,0.1,0,-21.797,-42.583,35.9
2018/01/08 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,DIVISOPOLIS,Mata Atlantica,0,0,0.2,-15.691,-40.893,74.3
2018/01/13 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,LEME DO PRADO,Cerrado,0,0.1,0.2,-17.173,-42.812,15
2018/01/13 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,PADRE CARVALHO,Cerrado,0,1.8,0.3,-16.38,-42.543,11.7
2018/01/13 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,CHAPADA GAUCHA,Cerrado,0,6.5,0.1,-15.697,-45.333,92
2018/01/10 16:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ALVINOPOLIS,Mata Atlantica,0,0,0.4,-20.153,-43.293,22.9
2018/01/10 16:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ALVINOPOLIS,Mata Atlantica,0,0,0.4,-20.154,-43.298,20.2
2018/01/08 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,JOAO PINHEIRO,Cerrado,0,0.4,0,-17.399,-46.368,28.8
2018/01/29 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO SEBASTIAO DO MARANHAO,Mata Atlantica,0,5.5,0.6,-18.075,-42.581,8.1
2018/01/29 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO SEBASTIAO DO MARANHAO,Mata Atlantica,0,5.7,0.6,-18.076,-42.59,7.5
2018/01/29 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,LEME DO PRADO,Cerrado,0,2.7,0.2,-17.179,-42.812,6.4
2018/01/29 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,CRISTALIA,Cerrado,0,1.3,0.7,-16.801,-42.743,10.9
2018/01/29 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,CRISTALIA,Cerrado,0,4.6,0.4,-16.606,-42.796,8.8
2018/01/29 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,CANAPOLIS,Mata Atlantica,0,0.8,0.1,-18.718,-49.29,14.6
2018/02/01 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAPAGIPE,Mata Atlantica,0,0.1,0.2,-19.818,-49.627,8.6
2018/02/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,BARBACENA,Mata Atlantica,0,0,0.7,-21.287,-43.976,19.8
2018/02/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,MANHUACU,Mata Atlantica,0,0.6,-999,-20.253,-42.033,7.7
2018/02/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAMARANDIBA,Mata Atlantica,0,0.3,0,-17.879,-42.805,26.5
2018/02/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAMARANDIBA,Mata Atlantica,0,0.3,0,-17.881,-42.817,11.8
2018/02/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,CAETE,Cerrado,0,0,0.2,-19.762,-43.621,23.9
2018/02/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,CAETE,Cerrado,0,0,0.2,-19.763,-43.635,38.2
2018/02/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,CORREGO DANTA,Cerrado,0,0,0.6,-19.697,-46.082,36.1
2018/02/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,CORREGO DANTA,Cerrado,0,0,0.5,-19.699,-46.087,26.2
2018/02/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,UNAI,Cerrado,0,0,0.3,-15.839,-46.506,32.9
2018/02/12 16:45:00,AQUA_M-T,Brasil,MINAS GERAIS,CARMO DA CACHOEIRA,Mata Atlantica,0,0.8,0.4,-21.482,-45.098,8.3
2018/02/12 16:45:00,AQUA_M-T,Brasil,MINAS GERAIS,FAMA,Mata Atlantica,0,0.4,0.8,-21.473,-45.806,17.3
2018/02/12 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,PIRAJUBA,Cerrado,0,12,0,-19.981,-48.618,8.9
2018/02/12 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,PRATA,Cerrado,0,2.5,0.1,-19.238,-48.778,10.7
2018/02/12 16:45:00,AQUA_M-T,Brasil,MINAS GERAIS,CATAS ALTAS DA NORUEGA,Mata Atlantica,0,0,0.2,-20.66,-43.544,6.4
2018/02/12 16:45:00,AQUA_M-T,Brasil,MINAS GERAIS,OURO PRETO,Mata Atlantica,0,0,0,-20.547,-43.513,9.3
2018/02/09 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,MANHUACU,Mata Atlantica,0,3.5,-999,-20.259,-42.036,13.1
2018/02/16 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,BARBACENA,Mata Atlantica,0,0,0.7,-21.286,-43.971,21.3
2018/01/24 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,FRANCISCO BADARO,Mata Atlantica,0,0,1,-16.948,-42.308,10.4
2018/01/24 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,CONCEICAO DO MATO DENTRO,Mata Atlantica,0,0,1,-18.689,-43.693,28.3
2018/01/24 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,INDAIABIRA,Cerrado,0,0,0.5,-15.66,-42.087,69.2
2018/01/24 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,INDAIABIRA,Cerrado,0,0,0.5,-15.659,-42.075,21.3
2018/01/24 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,VIRGEM DA LAPA,Cerrado,0,0,0.9,-16.546,-42.405,15.4
2018/01/24 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado,0,2.6,1,-17.472,-44.989,38.4
2018/01/24 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,CORINTO,Cerrado,0,0.2,1,-18.228,-44.438,24.4
2018/02/25 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,PARACATU,Cerrado,0,3.8,0,-17.253,-47.365,37.7
2018/02/09 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,MINAS NOVAS,Cerrado,0,3.6,0,-17.301,-42.398,19.7
2018/02/09 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,TURMALINA,Cerrado,0,5.2,0,-17.187,-42.772,18.3
2018/02/17 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CANAPOLIS,Mata Atlantica,0,0,0.4,-18.887,-49.262,24.3
2018/02/17 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CANAPOLIS,Mata Atlantica,0,0,0.4,-18.888,-49.271,23.3
2018/02/17 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CANAPOLIS,Mata Atlantica,0,0,0.4,-18.833,-49.337,24.1
2018/02/17 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CANAPOLIS,Mata Atlantica,0,0,0.4,-18.834,-49.347,9.2
2018/02/13 15:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JEQUITINHONHA,Mata Atlantica,0,0,0.1,-16.408,-41.342,46.9
2018/02/13 15:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JEQUITINHONHA,Mata Atlantica,0,0,0.2,-16.397,-41.349,47.6
2018/02/13 15:55:00,AQUA_M-T,Brasil,MINAS GERAIS,BANDEIRA,Mata Atlantica,0,0,0.1,-15.823,-40.632,47.7
2018/02/13 15:55:00,AQUA_M-T,Brasil,MINAS GERAIS,BANDEIRA,Mata Atlantica,0,0,0.1,-15.822,-40.636,36.6
2018/02/18 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado,0,0.1,0.5,-17.689,-45.376,38.1
2018/02/14 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,PONTE NOVA,Mata Atlantica,0,0,-999,-20.408,-42.893,7.2
2018/02/14 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,LUZ,Cerrado,0,0.1,1,-20.009,-45.597,25.8
2018/02/14 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,RIBEIRAO DAS NEVES,Cerrado,0,0,0.6,-19.799,-44.071,10.5
2018/02/14 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,CURVELO,Cerrado,0,0,0.7,-18.849,-44.375,51.8
2018/02/14 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,CURVELO,Cerrado,0,0,0.8,-18.84,-44.377,11.6
2018/02/14 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,BRASILANDIA DE MINAS,Cerrado,0,0,0.3,-17.092,-45.854,14.1
2018/02/14 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,CARRANCAS,Mata Atlantica,0,0.9,0.2,-21.554,-44.798,9.3
2018/02/14 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,UNAI,Cerrado,0,0,0.1,-15.851,-46.491,16.2
2018/02/14 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIS,Cerrado,0,0,0,-15.436,-46.585,16.6
2018/02/28 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,SANTA VITORIA,Mata Atlantica,0,1.6,0,-19.089,-50.461,19.1
2018/02/28 16:45:00,AQUA_M-T,Brasil,MINAS GERAIS,ANDRADAS,Mata Atlantica,0,0.3,-999,-22.077,-46.578,9.4
2018/02/28 16:45:00,AQUA_M-T,Brasil,MINAS GERAIS,CARRANCAS,Mata Atlantica,0,7.7,0.2,-21.441,-44.738,6.5
2018/02/28 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado,0,0,0.3,-17.614,-45.124,10.8
2018/02/28 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,UNAI,Cerrado,0,0,0.2,-16.528,-46.707,11.3
2018/02/28 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,UNAI,Cerrado,0,0,0,-16.529,-46.716,7.8
2018/02/28 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,INDAIABIRA,Cerrado,0,0,0.1,-15.666,-42.081,59.5
2018/02/27 16:05:00,AQUA_M-T,Brasil,MINAS GERAIS,INDAIABIRA,Cerrado,0,0,0.1,-15.663,-42.081,45.6
2018/02/27 16:05:00,AQUA_M-T,Brasil,MINAS GERAIS,INDAIABIRA,Cerrado,0,0,0.1,-15.665,-42.101,24
2018/03/04 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,ITUIUTABA,Cerrado,0,0.2,0.9,-19.143,-49.551,37.9
2018/03/03 17:20:00,AQUA_M-T,Brasil,MINAS GERAIS,PARACATU,Cerrado,0,0,0.2,-17.398,-46.517,25
2018/03/03 17:20:00,AQUA_M-T,Brasil,MINAS GERAIS,FRUTAL,Cerrado,0,0,0.4,-20.097,-49.116,15.2
2018/03/09 16:40:00,AQUA_M-T,Brasil,MINAS GERAIS,FRUTAL,Cerrado,0,0.4,0.9,-20.394,-48.916,18.6
2018/03/09 16:40:00,AQUA_M-T,Brasil,MINAS GERAIS,MINAS NOVAS,Cerrado,0,1.7,0,-17.321,-42.677,7.3
2018/03/09 16:45:00,AQUA_M-T,Brasil,MINAS GERAIS,UNAI,Cerrado,0,12.6,0,-16.19,-46.632,6.8
2018/03/05 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CARNEIRINHO,Mata Atlantica,0,0.1,1,-19.635,-50.978,10.1
2018/03/02 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,TOLEDO,Mata Atlantica,0,7,0.2,-22.67,-46.438,17.7
2018/03/02 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTEZUMA,Mata Atlantica,0,0,0.3,-15.106,-42.434,10.9
2018/03/02 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,ILICINEA,Cerrado,0,4.3,0.1,-20.907,-45.714,12.3
2018/03/02 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,ILICINEA,Cerrado,0,4.4,0,-20.909,-45.725,10.2
2018/03/02 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado,0,0.8,0.1,-17.453,-45.202,9.6
2018/03/02 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,CRISTALIA,Cerrado,0,0,0,-16.613,-42.794,13.9
2018/03/02 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,RUBELITA,Cerrado,0,0,0.4,-16.455,-42.335,5.6
2018/03/02 16:35:00,AQUA_M-T,Brasil,MINAS GERAIS,INDAIABIRA,Cerrado,0,0,0.2,-15.663,-42.091,13.9
2018/03/05 17:05:00,AQUA_M-T,Brasil,MINAS GERAIS,CONQUISTA,Cerrado,0,1.9,0.2,-19.918,-47.539,11
2018/03/06 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,IBIA,Cerrado,0,0.3,0.7,-19.437,-46.71,50.5
2018/03/07 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTE ALEGRE DE MINAS,Cerrado,0,0.2,0.3,-18.569,-48.995,4.7
2018/03/06 16:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PARACATU,Cerrado,0,11,0,-17.401,-46.534,47.7
2018/03/07 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,CARNEIRINHO,Mata Atlantica,0,0.7,0.2,-19.923,-50.966,15.8
2018/03/07 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTE ALEGRE DE MINAS,Mata Atlantica,0,0.2,0.2,-18.927,-49.208,7.4
2018/03/07 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,SANTA VITORIA,Mata Atlantica,0,6.3,0.1,-19.087,-50.456,16.5
2018/03/07 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,TUPACIGUARA,Mata Atlantica,0,0.3,0.3,-18.469,-48.996,14.9
2018/03/07 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,JOAO PINHEIRO,Cerrado,0,0.7,0,-18.042,-45.662,10.6
2018/02/19 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,CABECEIRA GRANDE,Cerrado,0,14.1,0,-15.981,-46.976,10.4
2018/02/21 16:40:00,AQUA_M-T,Brasil,MINAS GERAIS,RUBELITA,Cerrado,0,1.4,0.1,-16.46,-42.323,20.3
2018/02/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,NANUQUE,Mata Atlantica,0,20.6,0,-17.828,-40.31,16.6
2018/02/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,RIO PARDO DE MINAS,Mata Atlantica,0,4.3,0,-15.943,-42.61,10.7
2018/02/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,TAIOBEIRAS,Mata Atlantica,0,2.3,0.1,-15.751,-41.959,14.4
2018/02/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,TAIOBEIRAS,Mata Atlantica,0,2.4,0.1,-15.742,-41.96,40.8
2018/02/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,BERILO,Cerrado,0,1,0,-16.806,-42.531,9.7
2018/02/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,GRAO MOGOL,Cerrado,0,1.1,0,-16.203,-42.756,18.6
2018/02/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,INDAIABIRA,Cerrado,0,3.7,0.1,-15.667,-42.083,14.5
2018/02/23 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,URUANA DE MINAS,Cerrado,0,0.1,0,-15.926,-46.402,12.8
2018/03/30 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,LAVRAS,Mata Atlantica,0,0,1,-21.202,-44.983,12.9
2018/03/30 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTE ALEGRE DE MINAS,Cerrado,0,0.4,0.9,-18.627,-48.884,227.1
2018/03/30 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTE ALEGRE DE MINAS,Cerrado,0,0.4,0.9,-18.628,-48.893,383.9
2018/03/12 17:15:00,AQUA_M-T,Brasil,MINAS GERAIS,URUANA DE MINAS,Cerrado,0,1.7,0.1,-15.922,-46.402,9.7
2018/03/17 17:30:00,AQUA_M-T,Brasil,MINAS GERAIS,ITUIUTABA,Cerrado,0,0.2,0.6,-18.967,-49.552,22.4
2018/03/16 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,POMPEU,Cerrado,0,23.6,-999,-19.224,-45.001,6.2
2018/03/13 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,CATAS ALTAS DA NORUEGA,Mata Atlantica,0,3.9,0,-20.621,-43.502,15.5
2018/03/14 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,INDIANOPOLIS,Cerrado,0,0.3,0.4,-19.064,-47.906,6.3
2018/03/16 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,CARAI,Mata Atlantica,0,0,0.1,-17.242,-41.564,9.3
2018/03/16 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,SALINAS,Mata Atlantica,0,0,0.4,-16.229,-42.263,15.7
2018/03/16 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,IRAI DE MINAS,Cerrado,0,1.2,0.3,-19.024,-47.498,7.5
2018/03/16 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,VAZANTE,Cerrado,0,1.3,0,-17.749,-46.91,9.3
2018/03/16 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,GUARDA-MOR,Cerrado,0,1,0.1,-17.6,-47.16,5.1
2018/03/16 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,JOSE GONCALVES DE MINAS,Cerrado,0,0,0.1,-16.844,-42.634,16.3
2018/03/16 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,JOSE GONCALVES DE MINAS,Cerrado,0,0,0.1,-16.846,-42.647,15.5
2018/03/16 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,PARACATU,Cerrado,0,1.3,0.4,-17.451,-46.751,17.8
2018/03/16 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,GRAO MOGOL,Cerrado,0,0,0.1,-16.426,-43.214,8.9
2018/03/16 16:50:00,AQUA_M-T,Brasil,MINAS GERAIS,UNAI,Cerrado,0,0.3,0.4,-16.515,-46.568,5.4
2018/03/14 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SANTA VITORIA,Mata Atlantica,0,0,0.3,-18.883,-50.262,10.2
2018/03/14 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,GURINHATA,Cerrado,0,0,0.4,-18.834,-49.969,9.2
2018/03/19 17:20:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOAO DEL REI,Mata Atlantica,2,0.1,0.7,-21.219,-44.169,17.1
2018/03/23 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,PAINEIRAS,Cerrado,0,0,0.2,-18.882,-45.23,10.9
2018/03/23 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOAO DEL REI,Mata Atlantica,0,0,0.4,-21.259,-44.169,8.7
2018/03/23 16:55:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOAO DEL REI,Mata Atlantica,0,0,0.2,-21.249,-44.17,9.1
2018/03/27 16:30:00,AQUA_M-T,Brasil,MINAS GERAIS,JUVENILIA,Cerrado,0,0,0.6,-14.406,-44.219,11.8
